Survey ID,Age,Gender,Marital Status,Education,Occupation,Income Range,Area,Cash Over E-Money,Bank Account,Have E-Wallet,Use E-Wallet,E-Wallet Name,E-Wallet Usage Medium,E-Wallet Usage Purpose,E-Wallet Usage Reason,Reason of Non-Usage,User Satisfaction,Reason of Non-Satisfaction,Usage Continuation,Finance Management,General Lack of Trust
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Nayapay,Mobile Application,To send money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Yes
63,18 - 30,Male,Single,Bachelors,Business/ Corporate Sector,"30,000 - 100,000",Rural area,Yes,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Yes
